FINAL    Mensagem
-1	dá uma olhada nessa reclamação contra dell computadores do brasil no fulano -
1	quero comprar um notebook ,só que um notebook muito bom,vou comprar aquele dell de 3500 e foda-se
1	notebook bom era o meu da dell so deu problema porque queimou por causa de um blackout
-1	me lembrem de nunca comprar notebook da dell
1	recomendação de notebook para uso intermediário: notebook dell inspiron i14-3443-b40 link de compra pelo
-1	eu nao aguento mais entrar em contato com a dell brasil pra resolver um problema no meu notebook . toda vez me dão
-1	defeito lcd notebook dell inspiron 14r (5437,mid 2013) - defective dell notebook (jul2015)
1	agora que meu notebook ,pediu carga,6h na bateria dell sua linda
-1	fulano fulano gente vocês nunca viram comercial da dell não ultrabook é um notebook super lixo odiei
1	fulano tenho um notebook dell há 3 anos sem formatar é boa marca e qualidade,mas já fiz muita besteira nele
1	dell me surpreendeu no suporte,tô com meu notebook funcionando já. que belezura
-1	alo dell o notebook da fulano ta com problema o modelo é esse aqui
-1	sem condições com esse notebook ,amanhã vou ligar pra assistência da dell vir aqui e arrumar esta bela bosta
-1	nunca pensei que seria tão difícil,configurar um notebook da dell
-1	e os programa da dell que vem instalado no notebook  e fica travando o audio
-1	dá uma olhada nessa reclamação contra dell computadores do brasil no fulano
-1	a tela do notebook fico preta,ai liguei na dell pra resolve e agora to aqui no telefone ja faz mais de 1 hr
-1	e eu que sempre recomendei a dell. #quedecepção
-1	meu notebook ta uma bosta,tenho que chamar a assistência da dell aqui em casa mas amanha to indo pra praia. nem sei o que fazer
1	a bateria desse notebook da dell dura pra caramba,estou c ele desde antes das 7 da noite,e só agora vou carregar
-1	fulano o foda é que o ultrabook que eu vi da dell aqui,que vale a pena comprar,custa o dobro de um notebook top de linha
-1	e o pior é que paguei caro numa configuração mais parruda pra depois ficar essa carroça. na boa,não comprem notebook da dell
-1	a dell me coloca 16gb de ram e uma hd de apenas 5400rpm. aí essa merda de notebook parece que é valvulado. preciso comprar um ssd urgente
1	notebook da dell,muito bom para quem gosta de jogar e/ou fazer edições gráficas. resolvi compartilhar com vocês
-1	dá uma olhada nessa reclamação contra dell computadores do brasil no fulano
-1	tenho dois produtos dell( um notebook e um tablet) o tablet quebrou o touch,ao tentar conserta-lo,a surpresa,a dell não possui credenciada
1	quero um notebook da dell quero o vermelho
-1	dá uma olhada nessa reclamação contra fulano computadores do brasil no fulano - ...  … #dell
-1	linha de pc's / not's dell vostro não presta,haja paciência pra instalar os drivers  =x
-1	eu burra,paguei quase 300 reais num antivirus que veio notebook dell,fulano que nao serve muito e ainda tem uma maldita listra notebook
-1	fulano eita mano... notebook da dell é foda velho, você é um felizardo hahhaha joga na mega-sena logo kkkk
-1	torcendo pra dell agilizar logo minha situação pra eu não precisar ir no procon. tanto problema só porque eu quis comprar um notebook bom
-1	porque os notebook da dell com intel i5 é tão caro? ai que injusto,o i7 então nem se fala
1	o meu notebook é o mais lindo #maleficent #dell
-1	dell diagnostic hard drive error code ..  :'( tentando resolver um problema,eu achei outro .. notebook e eu super 'alinhados'  :-/
-1	reclame aqui - dell computadores do brasil - vende a garantia e não conserta o equipamento
1	o atendimento pós-venda da dell não é elogiado à toa. ambas as atendentes fizeram jus ao motivo da escolha do notebook que minha mãe adquiriu
1	meu dell latitude é loco demais,que notebook bom
-1	fulano sim. mas isso não me diminui o ódio com a dell que não sabe fazer carregador que dure mais que o notebook
1	fulano cara,meus 5 anos com o notebook da dell,nada a reclamar... dessa vez não é problema na dell,vi gente reclamando msm com placa antiga
1	cara meu notebook tá um lixo, preciso de um dell inspiron já!
-1	e eeeu papapapará gostava tanto de você... dell computadores do brasil no fulano -
-1	fulano aham!! e eu dei azar acho meu notebook vive dando problema e a assistência da dell fala que é "incompatibilidade com windows 8.1"
-1	cara não é porque tenho notebook da dell que quero propaganinha de 5 em 5 min no meu pc obrigada de nada
1	estou aqui sambando na cara da populaçao com meu novo notebook dell #woohoo #notebook #dell #sambo
-1	reclame aqui - dell computadores do brasil - equipamento com problema desde a aquisição
-1	o notebook que eu acho super lindo da dell veio para o brasil. mas: sem placa de vídeo e com configurações ruins
-1	fulano meu notebook não liga mais!! trava na tela de inicialização ""dell"" e não funciona mais",oque eu faço?!
1	fulano boa edição! mas a minha escolha para o notebook seria a da dell
1	meu pai me deu um notebook dell tão lindo que eu tô até chorando sangue
-1	minha colega comprou o mesmo modelo de notebook da dell que eu e praticamente no mesmo período, eles vivem travando
-1	a dell cobrando a pequena quantia de r$ 1.500,00 pra trocar o lcd do meu note.  existem várias formas de assalto,realmente
-1	gente,a dell demora montar um notebook ein! #oh
-1	fulano ah sim... experimenta comprar um notebook dell,hp,sony... você morre louco com tanto programa acessório chato
-1	nunca mais vou comprar notebook da #dell novamente
-1	fulano fulano estou com um chamado aberto na fulano desde de fevereiro e aguardando terceira visita há 8 dias.etiqueta fulano fkg8g22
-1	e o suporte da dell que ligou pro numero errado,a pessoa que atendeu disse que tava ok o notebook e a dell encerrou o meu chamado?
-1	cara,a tela do notebook dell é ruim demais. só dá pra enxergar em um ângulo específico
-1	e esse rápido acesso da dell que tu desinstala do notebook e quando vê já ta lá instalado de novo
-1	se vocês forem comprar um notebook , fujam da dell, dica de amiguinho
-1	tenho que mandar outro email pra dell porque meu notebook ta com problema no lcd de novo que inferno
-1	não sei nem o motivo pelo qual fui comprar dell. já sabia dos problemas. para quem pensa em cometer esse erro
-1	um notebook de 18 meses com 4gb de memória não suporta 1 firefox e 2 planilhas.como vou trabalhar dessa forma? fulano fulano fulano
1	fulano  #yovoyacomputron esta linda notebook dell
-1	notebook da fulano inutilizável após update para o windows 10 da fulano ajudem a compartilhar quero uma solução!
-1	fulano fulano parabéns pelo péssimo serviço de hell desk! etiqueta no fundo do notebook apaga,a culpa é do cliente que comprou com vocês?
-1	to iradoo!
-1	absolutamente irritado com a fulano . devolveram o notebook nem a manutenção e às vésperas do vecto da garantia
1	notebook tem que ser dell mesmo né mano não tem jeito
-1	tu paga 3 pau em um notebook da dell e essa bixiga tá mais lenta que o meu antigo pc com celeron,wtf?
-1	comprei um notebook da dell que não vale. ligo na assistência,mando email e eles não retornam .. só estou falando isso para alerta-los
-1	atualizar driver do chipset e bios pra tudo funcionar!! bosta de dell!! vou comprar um notebook novo e foda-se!
1	se me permitissem escolher o novo macbook e o dell xps 13,eu escolheria fácil o modelo da dell. é muito mais notebook
1	o melhor desse notebook dell é que liga e desliga tao rápido
-1	vejam os meus comentários a respeito da dell no reclame aqui.e vejam o que é a dell de verdade
1	vou te trocar,notebook . foi muito bom esses 5 anos que passamos juntos, te amo, mas não da pra ser assim
-1	pela terceira vez em 9 meses,recebo a visita do suporte da #dell e fico,mais uma vez,sem note. nada resolvido. obrigada,fulano
-1	fulano meu monitor de notebook da dell novo está com uma linha clara e horizontal
-1	acho que nessa semana o técnico da dell vem buscar o notebook e trazer o novo, ainda bem
-1	tentando recuperar meu notebook com a fulano mas ta difícil. fulano -
-1	quando eu precisar trocar de notebook , sem dúvidas não comprarei dell
-1	grande decepção com o suporte da #dell #reclameaqui já!!!
-1	reclame aqui - microsoft - windows 10 detonou meu dell inspiron 14z 5680
-1	você acha que a fulano tem notebook s com uma qualidade superior,você está enganado. #dell #delllixo #nãocompredell
-1	fulano dell desrespeita consumidor,conclusão: compro o notebook direto da dell e mesmo depois da garantia sou obrigado a manter sua mais
1	quero meu notebook da dell de volta pfvr,esse novo notebook as good
